Order_ID,Date,Product,Category,City,Quantity,Unit_Price,Revenue,Customer_ID
ORD0023,2025-06-28,Notebook,Stationery,Peshawar,2,7.9,15.8,CUST0052
ORD0024,2025-08-19,Keyboard,Accessories,Rawalpindi,6,41.75,250.5,CUST0143
ORD0025,2025-07-06,Keyboard,Accessories,Lahore,5,41.19,205.95,CUST0086
ORD0026,2025-05-14,Smartphone,Electronics,Karachi,2,583.89,1167.78,CUST0028
ORD0027,2025-05-08,Keyboard,Accessories,Islamabad,6,48.45,290.7,CUST0231
ORD0028,2025-05-01,Laptop,Electronics,Karachi,1,803.75,803.75,CUST0233
ORD0029,2025-05-17,Headphones,Electronics,Abbottabad,7,74.63,522.41,CUST0165
ORD0030,2025-06-01,Laptop,Electronics,Lahore,3,810.8,2432.4,CUST0160
ORD0031,2025-11-14,Backpack,Bags,Peshawar,1,53.94,53.94,CUST0052
ORD0032,2025-04-11,Desk,Furniture,Peshawar,2,229.34,458.68,CUST0081
ORD0033,2025-02-23,Laptop,Electronics,Rawalpindi,2,850.46,1700.92,CUST0224
ORD0034,2025-05-10,Laptop,Electronics,Rawalpindi,1,805.73,805.73,CUST0172
ORD0035,2025-11-20,Notebook,Stationery,Lahore,6,7.59,45.54,CUST0184
ORD0036,2025-11-21,Laptop,Electronics,Karachi,7,901.53,6310.71,CUST0098
ORD0037,2025-08-28,Office Chair,Furniture,Peshawar,6,181.29,1087.74,CUST0201
ORD0038,2025-09-09,Office Chair,Furniture,Lahore,5,192.9,964.5,CUST0147
ORD0039,2025-05-08,Keyboard,Accessories,Islamabad,7,42.07,294.49,CUST0129
ORD0040,2025-10-25,Water Bottle,Lifestyle,Lahore,1,18.84,18.84,CUST0263
ORD0041,2025-01-02,Notebook,Stationery,Peshawar,1,8.03,8.03,CUST0254
ORD0042,2025-01-09,Mouse,Accessories,Peshawar,5,26.91,134.55,CUST0099
ORD0043,2025-02-23,Headphones,Electronics,Peshawar,3,85.7,257.1,CUST0116
ORD0044,2025-12-06,Laptop,Electronics,Abbottabad,4,917.75,3671.0,CUST0227
ORD0045,2025-12-04,Water Bottle,Lifestyle,Islamabad,3,21.89,65.67,CUST0163
ORD0046,2025-10-16,Water Bottle,Lifestyle,Abbottabad,4,20.85,83.4,CUST0277
ORD0047,2025-05-08,Keyboard,Accessories,Peshawar,7,46.99,328.93,CUST0176
ORD0048,2025-08-26,Headphones,Electronics,Abbottabad,6,76.24,457.44,CUST0038
ORD0049,2025-09-21,Office Chair,Furniture,Lahore,5,179.52,897.6,CUST0027
ORD0050,2025-10-11,Smartphone,Electronics,Peshawar,5,550.29,2751.45,CUST0147
ORD0051,2025-01-17,Keyboard,Accessories,Karachi,3,47.42,142.26,CUST0220
ORD0052,2025-08-21,Mouse,Accessories,Rawalpindi,6,24.35,146.1,CUST0280
ORD0053,2025-04-09,Laptop,Electronics,Karachi,6,929.33,5575.98,CUST0116
ORD0054,2025-11-19,Mouse,Accessories,Islamabad,7,23.84,166.88,CUST0281
ORD0055,2025-11-19,Notebook,Stationery,Abbottabad,7,8.55,59.85,CUST0280
ORD0056,2025-05-07,Smartphone,Electronics,Lahore,7,603.91,4227.37,CUST0273
ORD0057,2025-09-03,Backpack,Bags,Rawalpindi,1,51.0,51.0,CUST0170
ORD0058,2025-01-13,Desk,Furniture,Karachi,2,233.64,467.28,CUST0036
ORD0059,2025-05-22,Keyboard,Accessories,Karachi,1,41.14,41.14,CUST0143
ORD0060,2025-12-08,Smartphone,Electronics,Lahore,2,543.23,1086.46,CUST0153
ORD0061,2025-05-30,Notebook,Stationery,Islamabad,7,8.77,61.39,CUST0058
ORD0062,2025-11-22,Office Chair,Furniture,Abbottabad,1,163.34,163.34,CUST0101
ORD0063,2025-04-18,Laptop,Electronics,Rawalpindi,5,811.16,4055.8,CUST0103
ORD0064,2025-12-16,Keyboard,Accessories,Lahore,6,40.97,245.82,CUST0144
ORD0065,2025-05-27,Smartphone,Electronics,Peshawar,4,573.61,2294.44,CUST0120
ORD0066,2025-12-12,Headphones,Electronics,Rawalpindi,4,83.9,335.6,CUST0117
ORD0067,2025-05-09,Desk,Furniture,Islamabad,7,228.62,1600.34,CUST0122
ORD0068,2025-05-06,Laptop,Electronics,Abbottabad,7,807.54,5652.78,CUST0048
ORD0069,2025-09-29,Water Bottle,Lifestyle,Rawalpindi,5,19.12,95.6,CUST0192
ORD0070,2025-03-17,Mouse,Accessories,Islamabad,6,26.15,156.9,CUST0144
ORD0071,2025-10-12,Headphones,Electronics,Abbottabad,5,73.92,369.6,CUST0220
ORD0072,2025-08-26,Mouse,Accessories,Abbottabad,7,22.7,158.9,CUST0204
ORD0073,2025-02-08,Notebook,Stationery,Karachi,2,7.99,15.98,CUST0289
ORD0074,2025-09-03,Mouse,Accessories,Rawalpindi,7,22.74,159.18,CUST0100
ORD0075,2025-09-07,Smartphone,Electronics,Lahore,4,536.21,2144.84,CUST0096
ORD0076,2025-01-16,Laptop,Electronics,Islamabad,5,881.27,4406.35,CUST0160
ORD0077,2025-02-02,Keyboard,Accessories,Peshawar,4,43.99,175.96,CUST0179
ORD0078,2025-06-17,Mouse,Accessories,Islamabad,4,24.43,97.72,CUST0043
ORD0079,2025-02-04,Smartphone,Electronics,Peshawar,5,505.39,2526.95,CUST0090
ORD0080,2025-03-31,Backpack,Bags,Abbottabad,5,58.79,293.95,CUST0115
ORD0081,2025-04-24,Water Bottle,Lifestyle,Rawalpindi,7,18.47,129.29,CUST0075
ORD0082,2025-09-06,Backpack,Bags,Karachi,4,54.1,216.4,CUST0192
ORD0083,2025-02-05,Headphones,Electronics,Islamabad,1,83.71,83.71,CUST0096
ORD0084,2025-02-06,Backpack,Bags,Karachi,7,59.74,418.18,CUST0183
ORD0085,2025-10-13,Desk,Furniture,Peshawar,1,208.48,208.48,CUST0062
ORD0086,2025-07-06,Keyboard,Accessories,Lahore,1,43.38,43.38,CUST0177
ORD0087,2025-03-17,Keyboard,Accessories,Peshawar,4,49.13,196.52,CUST0284
ORD0088,2025-05-24,Keyboard,Accessories,Rawalpindi,3,44.94,134.82,CUST0069
ORD0089,2025-02-22,Headphones,Electronics,Peshawar,4,77.26,309.04,CUST0039
ORD0090,2025-08-11,Mouse,Accessories,Islamabad,2,27.37,54.74,CUST0133
ORD0091,2025-11-27,Headphones,Electronics,Islamabad,7,80.73,565.11,CUST0239
ORD0092,2025-09-10,Water Bottle,Lifestyle,Abbottabad,2,21.35,42.7,CUST0007
ORD0093,2025-10-10,Backpack,Bags,Islamabad,2,53.86,107.72,CUST0194
ORD0094,2025-12-05,Mouse,Accessories,Rawalpindi,5,22.92,114.6,CUST0145
ORD0095,2025-10-19,Desk,Furniture,Abbottabad,1,224.04,224.04,CUST0252
ORD0096,2025-06-16,Headphones,Electronics,Lahore,5,78.05,390.25,CUST0202
ORD0097,2025-06-22,Notebook,Stationery,Rawalpindi,3,7.38,22.14,CUST0242
ORD0098,2025-11-13,Notebook,Stationery,Peshawar,4,7.39,29.56,CUST0001
ORD0099,2025-07-10,Headphones,Electronics,Karachi,5,75.8,379.0,CUST0117
ORD0100,2025-06-09,Office Chair,Furniture,Rawalpindi,2,162.44,324.88,CUST0149
ORD0101,2025-08-17,Office Chair,Furniture,Karachi,5,197.75,988.75,CUST0227
ORD0102,2025-02-16,Headphones,Electronics,Peshawar,4,73.21,292.84,CUST0014
ORD0103,2025-09-16,Laptop,Electronics,Peshawar,5,883.48,4417.4,CUST0012
ORD0104,2025-06-05,Notebook,Stationery,Rawalpindi,6,7.93,47.58,CUST0008
ORD0105,2025-05-16,Notebook,Stationery,Islamabad,4,8.23,32.92,CUST0178
ORD0106,2025-05-25,Mouse,Accessories,Peshawar,1,23.8,23.8,CUST0212
ORD0107,2025-09-13,Headphones,Electronics,Rawalpindi,5,87.05,435.25,CUST0010
ORD0108,2025-12-31,Backpack,Bags,Rawalpindi,6,59.03,354.18,CUST0119
ORD0109,2025-05-26,Backpack,Bags,Peshawar,1,58.05,58.05,CUST0267
ORD0110,2025-12-08,Mouse,Accessories,Lahore,2,24.4,48.8,CUST0283
ORD0111,2025-04-15,Laptop,Electronics,Lahore,5,775.8,3879.0,CUST0006
ORD0112,2025-12-24,Laptop,Electronics,Lahore,5,934.95,4674.75,CUST0023
ORD0113,2025-03-24,Mouse,Accessories,Peshawar,5,27.22,136.1,CUST0085
ORD0114,2025-06-22,Water Bottle,Lifestyle,Rawalpindi,6,19.01,114.06,CUST0260
ORD0115,2025-02-03,Laptop,Electronics,Karachi,1,893.69,893.69,CUST0095
ORD0116,2025-06-11,Backpack,Bags,Abbottabad,7,56.89,398.23,CUST0118
ORD0117,2025-02-23,Headphones,Electronics,Karachi,3,76.92,230.76,CUST0222
ORD0118,2025-10-30,Water Bottle,Lifestyle,Rawalpindi,1,18.54,18.54,CUST0066
ORD0119,2025-09-09,Headphones,Electronics,Islamabad,7,74.18,519.26,CUST0294
ORD0120,2025-12-01,Smartphone,Electronics,Lahore,2,565.03,1130.06,CUST0249
ORD0121,2025-01-30,Office Chair,Furniture,Islamabad,1,190.21,190.21,CUST0051
ORD0122,2025-05-18,Laptop,Electronics,Peshawar,5,900.4,4502.0,CUST0273
ORD0123,2025-02-22,Keyboard,Accessories,Islamabad,5,49.32,246.6,CUST0205
ORD0124,2025-07-02,Headphones,Electronics,Lahore,7,74.06,518.42,CUST0008
ORD0125,2025-07-14,Keyboard,Accessories,Lahore,4,43.61,174.44,CUST0155
ORD0126,2025-10-04,Smartphone,Electronics,Rawalpindi,5,516.15,2580.75,CUST0092
ORD0127,2025-11-22,Notebook,Stationery,Peshawar,5,7.25,36.25,CUST0133
ORD0128,2025-02-03,Water Bottle,Lifestyle,Peshawar,4,18.83,75.32,CUST0078
ORD0129,2025-10-09,Notebook,Stationery,Peshawar,5,7.71,38.55,CUST0047
ORD0130,2025-12-16,Water Bottle,Lifestyle,Lahore,6,18.33,109.98,CUST0048
ORD0131,2025-01-08,Laptop,Electronics,Peshawar,2,912.61,1825.22,CUST0253
ORD0132,2025-02-25,Keyboard,Accessories,Abbottabad,7,45.33,317.31,CUST0014
ORD0133,2025-08-04,Notebook,Stationery,Islamabad,4,7.79,31.16,CUST0154
ORD0134,2025-04-21,Backpack,Bags,Abbottabad,3,57.35,172.05,CUST0239
ORD0135,2025-01-15,Smartphone,Electronics,Peshawar,2,533.96,1067.92,CUST0119
ORD0136,2025-09-30,Mouse,Accessories,Abbottabad,4,22.6,90.4,CUST0126
ORD0137,2025-01-25,Water Bottle,Lifestyle,Karachi,1,19.37,19.37,CUST0067
ORD0138,2025-08-16,Water Bottle,Lifestyle,Abbottabad,5,19.92,99.6,CUST0034
ORD0139,2025-02-11,Backpack,Bags,Peshawar,1,55.71,55.71,CUST0101
ORD0140,2025-08-14,Office Chair,Furniture,Lahore,4,185.25,741.0,CUST0229
ORD0141,2025-10-04,Water Bottle,Lifestyle,Abbottabad,1,18.03,18.03,CUST0070
ORD0142,2025-11-14,Desk,Furniture,Abbottabad,4,235.44,941.76,CUST0095
ORD0143,2025-08-31,Backpack,Bags,Rawalpindi,7,58.77,411.39,CUST0036
ORD0144,2025-08-08,Backpack,Bags,Lahore,7,59.36,415.52,CUST0004
ORD0145,2025-03-03,Office Chair,Furniture,Peshawar,6,171.28,1027.68,CUST0194
ORD0146,2025-10-27,Backpack,Bags,Rawalpindi,2,52.58,105.16,CUST0118
ORD0147,2025-01-20,Keyboard,Accessories,Peshawar,3,42.3,126.9,CUST0140
ORD0148,2025-02-07,Laptop,Electronics,Rawalpindi,2,895.52,1791.04,CUST0139
ORD0149,2025-06-10,Keyboard,Accessories,Abbottabad,5,45.29,226.45,CUST0178
ORD0150,2025-05-18,Backpack,Bags,Karachi,2,55.53,111.06,CUST0013
ORD0151,2025-11-15,Backpack,Bags,Rawalpindi,2,50.47,100.94,CUST0273
ORD0152,2025-02-07,Water Bottle,Lifestyle,Lahore,3,19.89,59.67,CUST0094
ORD0153,2025-08-24,Laptop,Electronics,Islamabad,5,906.21,4531.05,CUST0137
ORD0154,2025-01-01,Smartphone,Electronics,Abbottabad,4,536.72,2146.88,CUST0060
ORD0155,2025-09-27,Backpack,Bags,Karachi,3,58.25,174.75,CUST0286
ORD0156,2025-12-05,Headphones,Electronics,Lahore,5,74.98,374.9,CUST0078
ORD0157,2025-08-25,Notebook,Stationery,Islamabad,6,7.77,46.62,CUST0089
ORD0158,2025-10-15,Smartphone,Electronics,Lahore,7,573.52,4014.64,CUST0125
ORD0159,2025-05-23,Office Chair,Furniture,Peshawar,1,188.91,188.91,CUST0153
ORD0160,2025-11-05,Laptop,Electronics,Lahore,1,831.55,831.55,CUST0039
ORD0161,2025-06-28,Headphones,Electronics,Islamabad,6,87.04,522.24,CUST0015
ORD0162,2025-06-06,Laptop,Electronics,Abbottabad,4,891.05,3564.2,CUST0097
ORD0163,2025-09-11,Mouse,Accessories,Karachi,3,26.22,78.66,CUST0086
ORD0164,2025-11-26,Smartphone,Electronics,Peshawar,2,549.34,1098.68,CUST0118
ORD0165,2025-08-16,Office Chair,Furniture,Rawalpindi,50,165.98,8299.0,CUST0216
ORD0166,2025-09-18,Keyboard,Accessories,Rawalpindi,7,47.68,333.76,CUST0047
ORD0167,2025-04-05,Keyboard,Accessories,Lahore,4,47.45,189.8,CUST0243
ORD0168,2025-10-10,Keyboard,Accessories,Rawalpindi,4,46.95,187.8,CUST0148
ORD0169,2025-01-23,Notebook,Stationery,Islamabad,6,7.56,45.36,CUST0218
ORD0170,2025-04-21,Backpack,Bags,Karachi,6,50.61,303.66,CUST0171
ORD0171,2025-10-20,Keyboard,Accessories,Islamabad,4,47.61,190.44,CUST0092
ORD0172,2025-01-29,Notebook,Stationery,Abbottabad,1,7.88,7.88,CUST0296
ORD0173,2025-09-14,Water Bottle,Lifestyle,Abbottabad,6,21.64,129.84,CUST0101
ORD0174,2025-07-01,Mouse,Accessories,Peshawar,2,26.69,53.38,CUST0001
ORD0175,2025-05-29,Office Chair,Furniture,Peshawar,7,170.19,1191.33,CUST0137
ORD0176,2025-06-03,Notebook,Stationery,Peshawar,4,8.46,33.84,CUST0291
ORD0177,2025-10-21,Keyboard,Accessories,Islamabad,1,48.27,48.27,CUST0210
ORD0178,2025-12-30,Smartphone,Electronics,Lahore,3,544.74,1634.22,CUST0179
ORD0179,2025-07-17,Office Chair,Furniture,Rawalpindi,1,179.94,179.94,CUST0161
ORD0180,2025-05-30,Laptop,Electronics,Islamabad,5,863.7,4318.5,CUST0156
ORD0181,2025-12-03,Smartphone,Electronics,Karachi,5,551.67,2758.35,CUST0177
ORD0182,2025-03-04,Keyboard,Accessories,Rawalpindi,6,48.25,289.5,CUST0049
ORD0183,2025-08-03,Desk,Furniture,Lahore,1,211.64,211.64,CUST0211
ORD0184,2025-05-24,Laptop,Electronics,Lahore,5,829.21,4146.05,CUST0018
ORD0185,2025-07-13,Laptop,Electronics,Abbottabad,6,886.39,5318.34,CUST0113
ORD0186,2025-11-15,Smartphone,Electronics,Karachi,6,556.56,3339.36,CUST0264
ORD0187,2025-09-23,Desk,Furniture,Islamabad,7,231.14,1617.98,CUST0162
ORD0188,2025-10-15,Laptop,Electronics,Islamabad,7,931.42,6519.94,CUST0008
ORD0189,2025-09-12,Laptop,Electronics,Rawalpindi,1,802.74,802.74,CUST0054
ORD0190,2025-02-20,Water Bottle,Lifestyle,Peshawar,7,20.28,141.96,CUST0092
ORD0191,2025-03-29,Backpack,Bags,Abbottabad,2,58.36,116.72,CUST0288
ORD0192,2025-06-14,Backpack,Bags,Abbottabad,6,58.63,351.78,CUST0223
ORD0193,2025-09-20,Desk,Furniture,Peshawar,2,198.57,397.14,CUST0151
ORD0194,2025-02-05,Mouse,Accessories,Rawalpindi,3,23.11,69.33,CUST0188
ORD0195,2025-07-16,Smartphone,Electronics,Karachi,2,595.17,1190.34,CUST0011
ORD0196,2025-04-29,Notebook,Stationery,Karachi,7,7.81,54.67,CUST0020
ORD0197,2025-08-10,Mouse,Accessories,Peshawar,5,24.55,122.75,CUST0226
ORD0198,2025-12-08,Mouse,Accessories,Karachi,4,23.6,94.4,CUST0280
ORD0199,2025-02-28,Laptop,Electronics,Abbottabad,2,861.18,1722.36,CUST0215
ORD0200,2025-01-14,Laptop,Electronics,Peshawar,2,768.82,1537.64,CUST0040
ORD0201,2025-07-20,Smartphone,Electronics,Abbottabad,5,539.28,2696.4,CUST0278
ORD0202,2025-04-19,,Accessories,Islamabad,2,45.23,90.46,CUST0215
ORD0203,2025-05-08,Mouse,Accessories,Rawalpindi,3,26.61,79.83,CUST0042
ORD0204,2025-01-17,Keyboard,Accessories,Rawalpindi,1,42.97,42.97,CUST0153
ORD0205,2025-04-27,Office Chair,Furniture,Islamabad,2,187.93,375.86,CUST0027
ORD0206,2025-06-17,Water Bottle,Lifestyle,Islamabad,7,21.5,150.5,CUST0268
ORD0207,2025-06-22,Water Bottle,Lifestyle,Peshawar,5,18.7,93.5,CUST0190
ORD0208,2025-11-06,Notebook,Stationery,Lahore,6,7.28,43.68,CUST0193
ORD0209,2025-10-09,Headphones,Electronics,Rawalpindi,5,81.65,408.25,CUST0149
ORD0210,2025-04-23,Backpack,Bags,Lahore,3,53.41,160.23,CUST0295
ORD0211,2025-02-24,Backpack,Bags,Abbottabad,3,59.94,179.82,CUST0069
ORD0212,2025-08-27,Backpack,Bags,Karachi,1,52.47,52.47,CUST0227
ORD0213,2025-12-31,Keyboard,Accessories,Lahore,3,48.12,144.36,CUST0201
ORD0214,2025-07-20,Notebook,Stationery,Peshawar,2,7.37,14.74,CUST0129
ORD0215,2025-02-11,Water Bottle,Lifestyle,Peshawar,5,20.75,103.75,CUST0039
ORD0216,2025-04-18,Headphones,Electronics,Karachi,3,73.24,219.72,CUST0102
ORD0217,2025-02-13,Smartphone,Electronics,Lahore,4,534.71,2138.84,CUST0017
ORD0218,2025-10-30,Notebook,Stationery,Karachi,1,7.91,7.91,CUST0080
ORD0219,2025-05-29,Backpack,Bags,Peshawar,3,57.55,172.65,CUST0215
ORD0220,2025-07-19,Mouse,Accessories,Peshawar,6,25.69,154.14,CUST0089
ORD0221,2025-02-16,Notebook,Stationery,Islamabad,1,8.71,8.71,CUST0016
ORD0222,2025-03-27,Desk,Furniture,Islamabad,1,205.95,205.95,CUST0270
ORD0223,2025-06-25,Mouse,Accessories,Islamabad,7,23.99,167.93,CUST0215
ORD0224,2025-04-13,Smartphone,Electronics,Peshawar,7,589.82,4128.74,CUST0014
ORD0225,2025-10-28,Backpack,Bags,Islamabad,3,55.67,167.01,CUST0131
ORD0226,2025-07-02,Mouse,Accessories,Karachi,3,24.2,72.6,CUST0039
ORD0227,2025-07-29,Backpack,Bags,Peshawar,1,55.42,55.42,CUST0016
ORD0228,2025-11-07,Notebook,Stationery,Lahore,4,7.57,30.28,CUST0170
ORD0229,2025-09-26,Smartphone,Electronics,Rawalpindi,6,495.03,2970.18,CUST0274
ORD0230,2025-01-29,Headphones,Electronics,Abbottabad,3,87.97,263.91,CUST0245
ORD0231,2025-09-23,Water Bottle,Lifestyle,,4,21.94,87.76,CUST0065
ORD0232,2025-06-07,Laptop,Electronics,Islamabad,3,844.44,2533.32,CUST0146
ORD0233,2025-03-14,Mouse,Accessories,Peshawar,1,23.89,23.89,CUST0140
ORD0234,2025-07-17,Notebook,Stationery,Abbottabad,5,8.46,42.3,CUST0011
ORD0235,2025-09-17,Smartphone,Electronics,Lahore,1,576.77,576.77,CUST0072
ORD0236,2025-08-31,Keyboard,Accessories,Rawalpindi,5,46.35,231.75,CUST0107
ORD0237,2025-08-29,Smartphone,Electronics,Islamabad,1,519.25,519.25,CUST0259
ORD0238,2025-02-23,Backpack,Bags,Peshawar,6,58.31,349.86,CUST0009
ORD0239,2025-03-02,Headphones,Electronics,Lahore,4,87.92,351.68,CUST0178
ORD0240,2025-01-03,Smartphone,Electronics,Lahore,6,604.6,3627.6,CUST0269
ORD0241,2025-11-25,Backpack,Bags,Karachi,5,55.41,277.05,CUST0098
ORD0242,2025-01-29,Water Bottle,Lifestyle,Peshawar,3,19.09,57.27,CUST0195
ORD0243,2025-01-09,Water Bottle,Lifestyle,Peshawar,2,21.45,42.9,CUST0261
ORD0244,2025-11-24,Smartphone,Electronics,Lahore,4,536.0,2144.0,CUST0176
ORD0245,2025-11-12,Notebook,Stationery,Rawalpindi,2,7.33,14.66,CUST0284
ORD0246,2025-02-09,Mouse,Accessories,Rawalpindi,5,26.76,133.8,CUST0224
ORD0247,2025-02-09,Headphones,Electronics,Islamabad,2,81.14,162.28,CUST0040
ORD0248,2025-12-02,Laptop,Electronics,Karachi,6,853.61,5121.66,CUST0059
ORD0249,2025-12-11,Water Bottle,Lifestyle,Rawalpindi,5,21.35,106.75,CUST0170
ORD0250,2025-07-07,Keyboard,Accessories,Rawalpindi,7,46.79,327.53,CUST0235
ORD0251,2025-01-23,Notebook,Stationery,Islamabad,1,7.25,7.25,CUST0160
ORD0252,2025-03-23,Mouse,Accessories,Karachi,6,27.04,162.24,CUST0258
ORD0253,2025-02-15,Desk,Furniture,Lahore,2,210.63,421.26,CUST0113
ORD0254,2025-12-20,Water Bottle,Lifestyle,Karachi,1,18.46,18.46,CUST0163
ORD0255,2025-03-15,Office Chair,Furniture,Peshawar,3,189.4,568.2,CUST0224
ORD0256,2025-12-01,Smartphone,Electronics,Abbottabad,7,538.14,3766.98,CUST0037
ORD0257,2025-08-30,Office Chair,Furniture,Karachi,4,168.26,673.04,CUST0219
ORD0258,2025-07-12,Laptop,Electronics,Abbottabad,4,776.45,3105.8,CUST0120
ORD0259,2025-06-24,Smartphone,Electronics,Rawalpindi,2,603.92,1207.84,CUST0204
ORD0260,2025-01-07,Keyboard,Accessories,Rawalpindi,3,41.67,125.01,CUST0033
ORD0261,2025-02-27,Office Chair,Furniture,Islamabad,7,179.59,1257.13,CUST0226
ORD0262,2025-02-08,Keyboard,Accessories,Rawalpindi,1,41.42,41.42,CUST0157
ORD0263,2025-03-25,Keyboard,Accessories,Abbottabad,2,47.46,94.92,CUST0027
ORD0264,2025-04-02,Headphones,Electronics,Rawalpindi,1,87.41,87.41,CUST0021
ORD0265,2025-05-27,Mouse,Accessories,Peshawar,3,27.32,81.96,CUST0257
ORD0266,2025-06-11,Notebook,Stationery,Rawalpindi,4,8.36,33.44,CUST0163
ORD0267,2025-10-01,Laptop,Electronics,Karachi,1,886.54,886.54,CUST0208
ORD0268,2025-05-25,Backpack,Bags,Rawalpindi,4,51.54,206.16,CUST0008
ORD0269,2025-12-15,Smartphone,Electronics,Karachi,4,496.96,1987.84,CUST0181
ORD0270,2025-02-15,Backpack,Bags,Peshawar,4,60.14,240.56,CUST0222
ORD0271,2025-12-06,Desk,Furniture,Karachi,1,224.72,224.72,CUST0009
ORD0272,2025-08-02,Office Chair,Furniture,Abbottabad,1,167.79,167.79,CUST0117
ORD0273,2025-07-28,Smartphone,Electronics,Rawalpindi,3,603.28,1809.84,CUST0274
ORD0274,2025-06-15,Smartphone,Electronics,Lahore,6,602.22,3613.32,CUST0217
ORD0275,2025-09-24,Laptop,Electronics,Abbottabad,4,897.57,3590.28,CUST0179
ORD0276,2025-02-15,Backpack,Bags,Abbottabad,1,52.16,52.16,CUST0086
ORD0277,2025-08-30,Keyboard,Accessories,Karachi,1,45.54,45.54,CUST0002
ORD0278,2025-03-18,Laptop,Electronics,Karachi,1,915.03,915.03,CUST0154
ORD0279,2025-12-25,Office Chair,Furniture,Islamabad,7,166.78,1167.46,CUST0174
ORD0280,2025-04-16,Notebook,Stationery,Karachi,2,8.51,17.02,CUST0123
ORD0281,2025-12-25,Office Chair,Furniture,Peshawar,1,195.7,195.7,CUST0204
ORD0282,2025-03-25,Backpack,Bags,Abbottabad,2,56.38,112.76,CUST0111
ORD0283,2025-11-10,Desk,Furniture,Abbottabad,3,237.37,712.11,CUST0003
ORD0284,2025-01-12,Water Bottle,Lifestyle,Karachi,4,20.93,83.72,CUST0025
ORD0285,2025-08-26,Headphones,Electronics,Karachi,2,77.26,154.52,CUST0173
ORD0286,2025-07-02,Backpack,Bags,Lahore,5,58.19,290.95,CUST0300
ORD0287,2025-05-30,Smartphone,Electronics,Rawalpindi,6,574.11,3444.66,CUST0059
ORD0288,2025-02-04,Headphones,Electronics,Rawalpindi,4,75.19,300.76,CUST0093
ORD0289,2025-11-28,Office Chair,Furniture,Peshawar,7,169.33,1185.31,CUST0213
ORD0290,2025-10-20,Notebook,Stationery,Karachi,5,8.55,42.75,CUST0220
ORD0291,2025-06-26,Keyboard,Accessories,Lahore,4,40.86,163.44,CUST0096
ORD0292,2025-12-20,Water Bottle,Lifestyle,Karachi,4,18.12,72.48,CUST0066
ORD0293,2025-08-31,Smartphone,Electronics,Lahore,4,541.39,2165.56,CUST0186
ORD0294,2025-08-25,Office Chair,Furniture,Islamabad,5,169.58,847.9,CUST0040
ORD0295,2025-10-09,Mouse,Accessories,Karachi,7,23.68,165.76,CUST0240
ORD0296,2025-11-30,Desk,Furniture,Islamabad,2,208.45,416.9,CUST0293
ORD0297,2025-11-14,Mouse,Accessories,Abbottabad,6,24.96,149.76,CUST0111
ORD0298,2025-05-10,Backpack,Bags,Abbottabad,7,53.45,374.15,CUST0145
ORD0299,2025-06-12,Water Bottle,Lifestyle,Rawalpindi,1,19.6,19.6,CUST0261
ORD0300,2025-10-28,Laptop,Electronics,Lahore,4,787.25,3149.0,CUST0010
ORD0301,2025-04-03,Headphones,Electronics,Islamabad,6,74.72,448.32,CUST0257
ORD0302,2025-01-01,Mouse,Accessories,Peshawar,4,25.44,101.76,CUST0064
ORD0303,2025-04-17,Office Chair,Furniture,Rawalpindi,4,175.66,702.64,CUST0175
